Lake Name,Township,STN,Site ID,Site Description,Latitude (DMS),Long (DMS),Date (DD-MMM-YY),Calcium (mg/L)
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,11-May-08,5.7
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29-Oct-08,4.9
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,12-May-09,5.7
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19-May-10,5.8
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,25-Jun-10,5.6
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,02-Jun-11,5.1
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,01-Jul-11,5.6
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29-Jul-11,5.5
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,05-Sep-11,5.2
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19-Sep-11,5.5
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,17-Oct-11,5.1
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,23-May-12,6
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,23-Jun-12,6.3
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,17-Jul-12,5.5
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,24-Aug-12,6.4
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,20-May-13,4.9
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,20-Jun-13,4.9
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19-May-14,5.7
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,22-Jul-14,5.6
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29-May-15,5.5
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,21-May-16,5.4
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,19-Jul-16,5.6
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,10-May-17,5.4
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,08-Jun-17,5.6
ABERDEEN LAKE (BASS),ABERDEEN,4,1,"Mid Lake, deep spot",463030,834840,29-May-21,5.3
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,02-May-15,5.3
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,22-May-16,5.1
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,26-May-17,5.3
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,13-May-18,6.1
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,06-May-19,7
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,07-Oct-20,6.6
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,15-May-21,6.4
ADA LAKE,MEDORA,15,2,"Mid lake, deep spot",450524,793819,09-May-22,6.4
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,18-Sep-08,32.9
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,19-May-10,33.2
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,22-May-11,31.5
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,28-May-12,32.6
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,30-May-13,32.9
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,07-May-15,33.5
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,11-May-16,33.8
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,08-Jun-18,33.3
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,30-May-19,30.3
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,24-May-20,36.4
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,17-May-21,33.5
ADAM'S LAKE,"BATHURST, BURGESS, SHERBROOKE",6931,1,"Mid Lake, deep spot",444840,761255,25-May-22,32.5
AEROBUS LAKE,UNORGANIZED,25,1,"North Basin, Deep Spot- Aer-N",502050,932123,30-May-18,9.6
AEROBUS LAKE,UNORGANIZED,25,2,"South Basin, Deep Spot- Aer-S",501826,932503,28-May-13,2
AEROBUS LAKE,UNORGANIZED,25,2,"South Basin, Deep Spot- Aer-S",501826,932503,30-May-18,10.6
AGNEW LAKE,BALDWIN,6051,3,Belle (Bell's) Bay,462235,813949,31-May-14,3.6
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,25-May-08,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,29-Oct-08,2.6
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,16-May-09,2.3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,22-May-10,3.3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,06-Jul-10,2.9
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,28-May-11,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,30-Jun-11,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,28-Jul-11,3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Aug-11,2.9
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,12-Sep-11,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,04-Oct-11,3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,21-May-12,3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,23-Jun-12,3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,18-Jul-12,3.3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,29-Aug-12,3.3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,20-May-13,2.6
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,15-Jun-13,2.5
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,12-Jul-13,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,13-Jun-14,2.9
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,18-Jul-14,3.2
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,01-Jun-15,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,03-Jul-15,3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,20-May-16,2.5
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Jun-16,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Jun-16,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,17-Jul-16,3.1
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,02-Jun-18,2.9
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,18-May-19,2.2
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,11-Jun-19,2.5
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,08-Jul-19,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,23-Jun-21,3.2
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,16-Jul-21,3.5
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,1,Pickerel Pt.,453750,793905,10-Jun-22,3.1
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,25-May-08,2.6
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,29-Oct-08,2.6
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,16-May-09,2.2
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,22-May-10,2.9
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,06-Jul-10,2.6
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,28-May-11,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,30-Jun-11,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,28-Jul-11,2.9
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Aug-11,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,12-Sep-11,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,06-Oct-11,2.9
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,21-May-12,2.9
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,23-Jun-12,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,18-Jul-12,3.1
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,29-Aug-12,20.4
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,20-May-13,2.3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,15-Jun-13,2.5
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,12-Jul-13,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,13-Jun-14,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,18-Jul-14,3.1
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,01-Jun-15,2.6
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,03-Jul-15,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,20-May-16,2.5
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Jun-16,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Jun-16,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,17-Jul-16,2.7
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,02-Jun-18,2.8
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,18-May-19,2
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,11-Jun-19,2.3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,08-Jul-19,2.6
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,23-Jun-21,3.1
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,16-Jul-21,3.3
AHMIC LAKE,MUNICIPALITY OF WHITESTONE,32,2,Rocky Reef Pt.,453908,794324,10-Jun-22,3
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,11-May-14,29.7
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,18-May-15,31.3
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,22-May-16,26.8
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,22-May-17,27.3
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,26-May-19,27.3
AIRD LAKE,GRIFFITH AND MATAWATCHAN,33,2,"Main Basin, Deep spot",450781,770451,11-Jul-21,30.5
ALBION LAKE,FARADAY,5204,1,Mid Lake - Deep Spot,450279,775884,04-Jul-15,8.7
ALDER LAKE,NEW DUNDEE,7691,1,Deep spot,432112,803211,30-May-21,50.1
ALDER LAKE,NEW DUNDEE,7691,1,Deep spot,432112,803211,01-Jul-21,47.7
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,11-May-08,8.2
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,13-May-09,7.3
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,25-May-10,8.1
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,30-May-11,7
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,21-May-12,7.9
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,27-May-13,7.4
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,19-May-14,7.7
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,17-May-15,7.4
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,23-May-16,7.8
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,22-May-17,7.2
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,21-May-18,7.8
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,02-Jun-19,7.6
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,04-Oct-20,8.1
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,16-May-21,7.8
ALLEN LAKE,HARCOURT,6114,1,"Main Basin, N end",450725,781510,05-Jun-22,7.8
ANIMOOSH LAKE,DICKENS,88,1,"Mid Lake, deep spot",454619,780817,19-May-13,2.5
ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,24-May-08,4.8
ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,18-May-09,4
ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,11-Jun-10,4.9
ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,26-May-13,4.5
ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,19-May-14,4.5
ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,12-Jun-17,4.5
ANSTRUTHER LAKE,N KAWARTHA,96,1,"N end, deep spot",444518,781140,24-May-18,4.6
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,24-May-08,4.8
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,18-May-09,4.4
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,11-Jun-10,4.8
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,26-May-13,4.5
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,19-May-14,4.8
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,24-May-18,5.4
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,06-Jun-19,4.6
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,10-Jun-21,4.7
ANSTRUTHER LAKE,N KAWARTHA,96,2,"S end, deep spot",444407,781355,30-May-22,4.8
APUNGSISAGEN LAKE,FREEBORN,7686,1,"Mid lake, deep spot",484540,914203,11-Jun-21,10.8
APUNGSISAGEN LAKE,FREEBORN,7686,1,"Mid lake, deep spot",484540,914203,15-Jun-22,9.4
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,05-Jun-10,35.1
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,12-Jun-11,37.2
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,20-May-12,35.9
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,20-May-13,37.2
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,29-Jun-14,35
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,13-Jun-15,35.8
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,23-May-16,33.7
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,26-Jun-16,32.8
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,26-Jul-16,32.1
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,06-Jul-17,34.1
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,24-Jun-18,36
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,19-May-19,30.1
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,30-Jun-19,36.4
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,03-Jul-22,33.2
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,07-Aug-22,30.9
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,09-Sep-22,30.6
ARDOCH LAKE,CLARENDON & MILLER,2776,2,"Mid lake, deep spot",445551,765152,22-Oct-22,30.6
ARMISHAW LAKE,HUMPHREY,5041,1,"Mid lake, deep spot",451401,794623,28-May-18,2.2
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,09-May-08,2.2
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,17-May-10,2
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,20-May-11,1.6
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,15-May-12,2
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,20-May-13,1.8
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,19-May-14,2.2
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,19-May-15,1.9
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,18-May-16,2
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,16-May-17,2
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,20-May-19,1.9
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,18-Apr-21,1.9
ARMSTRONG LAKE,TRILL,7452,1,open area E end,463150,813330,14-May-22,1.9
ARROWHEAD LAKE (RAT),CHAFFEY,126,1,"Mid lake, deep spot",452353,791212,22-May-16,3.4
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,12-May-08,4.9
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,19-May-10,4.8
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,16-May-11,4.5
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,13-May-12,4.7
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,17-May-13,4.3
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,12-May-14,4.9
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,13-May-15,4.5
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,17-May-16,4.6
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,03-May-17,4.6
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,16-May-18,4.8
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,05-May-19,4.2
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,20-May-20,4.3
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,10-May-21,4.3
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,2,"Stn 2, N/W end",450540,772145,20-May-22,4.3
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,12-May-08,4.8
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,19-May-10,4.7
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,16-May-11,4.5
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,13-May-12,4.6
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,17-May-13,4.4
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,12-May-14,4.8
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,13-May-15,4.6
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,17-May-16,4.3
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,03-May-17,4.6
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,21-May-18,4.7
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,06-May-19,4.5
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,20-May-20,4.1
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,10-May-21,4.3
ASHBY LAKE,"DENBIGH, ABINGER & ASHBY",131,3,"Mid Lake, deep spot",450527,772109,20-May-22,4.2
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-08,3.4
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,24-May-09,1.8
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,24-May-10,1.9
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,07-May-11,2.7
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,13-Apr-12,3.2
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,13-May-13,3
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-13,2.4
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,18-May-14,3.1
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,11-May-15,3.1
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,19-May-16,3
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-17,2.8
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,21-May-18,3.2
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,21-May-19,2.9
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,20-May-20,2.4
ASHIGAMI LAKE,SCADDING-DAVIS,132,1,Deep spot,463900,803400,18-May-21,2.9
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,28-May-09,2.9
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,16-May-10,3.4
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,29-May-11,2.8
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,02-Jun-12,3.3
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,03-Jun-13,2.8
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,11-Jun-14,3.4
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,11-Jul-15,3.2
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,30-May-16,3.2
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,12-Jun-17,3.4
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,16-May-21,3.8
AUSTIN LAKE,JAFFRAY-MELICK,6932,1,"Mid Lake, deep spot",495352,942234,15-Jun-22,3.2
